0,chr1: 0~128Mb,chr1: 128~249Mb,chr2: 0~128Mb,chr2: 128~243Mb,chr3: 0~128Mb,chr3: 128~197Mb,chr4: 0~128Mb,chr4: 128~190Mb,chr5: 0~128Mb,chr5: 128~180Mb,chr6: 0~128Mb,chr6: 128~170Mb,chr7: 0~128Mb,chr7: 128~159Mb,chr8: 0~128Mb,chr8: 128~146Mb,chr9: 0~128Mb,chr9: 128~141Mb,chr10: 0~128Mb,chr10: 128~135Mb,chr11: 0~128Mb,chr11: 128~134Mb,chr12: 0~128Mb,chr12: 128~133Mb,chr13: 0~115Mb,chr14: 0~107Mb,chr15: 0~102Mb,chr16: 0~90Mb,chr17: 0~81Mb,chr18: 0~78Mb,chr19: 0~59Mb,chr20: 0~62Mb,chr21: 0~48Mb,chr22: 0~51Mb
23106_irnt,0.0101,0.0091,0.0108,0.0101,0.0093,0.0046,0.0093,0.0027,0.0099,0.0046,0.0093,0.0027,0.0098,0.0025,0.0087,0.0014,0.0085,0.0018,0.0114,0.0006,0.0101,0.0006,0.0107,0.0004,0.0053,0.0074,0.0094,0.01,0.0083,0.0064,0.0083,0.0056,0.0019,0.0026
23104_irnt,0.01,0.0065,0.0119,0.0088,0.0099,0.0052,0.0088,0.0031,0.0075,0.0044,0.0117,0.0021,0.0081,0.0019,0.0091,0.0012,0.0087,0.0015,0.0097,0.0011,0.0097,0.0014,0.0101,0.0003,0.0065,0.0076,0.0065,0.0096,0.0076,0.0078,0.0067,0.0054,0.0023,0.0021
1697,0.0095,0.0083,0.0113,0.0078,0.0062,0.0062,0.0074,0.0019,0.0074,0.0062,0.0108,0.0052,0.0108,0.0018,0.006999999999999999,0.0023,0.0079,0.0016,0.0082,0.0003,0.006999999999999999,0.0003,0.0145,0.0002,0.0033,0.0053,0.0107,0.0077,0.0093,0.0035,0.0078,0.0073,0.0016,0.0023
23107_irnt,0.0101,0.0083,0.0093,0.0077,0.0079,0.0044,0.0082,0.0024,0.0095,0.0048,0.0084,0.0022,0.009000000000000001,0.0022,0.0084,0.0012,0.0079,0.0014,0.0102,0.0004,0.0095,0.0007,0.0105,0.0001,0.0049,0.0066,0.008,0.0095,0.008,0.0068,0.0068,0.0055,0.002,0.0027
5257_irnt,0.0054,0.0103,0.0083,0.0076,0.0079,0.0054,0.0065,0.002,0.0075,0.003,0.0075,0.0028,0.0045,-0.0003,0.0054,-0.0007,0.0113,0.0043,0.0096,-0.0009,0.0065,0.0008,0.0064,-0.0005,0.0061,0.0039,0.0079,0.0092,0.0129,0.0042,0.003,0.0027,0.0042,0.0026
23109_irnt,0.0084,0.0092,0.01,0.0103,0.0088,0.004,0.0083,0.0023,0.0088,0.0036,0.0089,0.0026,0.0086,0.0023,0.0077,0.0015,0.0082,0.0023,0.0106,0.0007,0.0089,0.0006,0.0097,0.0004,0.0044,0.0073,0.0084,0.0086,0.0071,0.0053,0.008,0.005,0.0018,0.0025
23116_irnt,0.0094,0.006,0.01,0.0084,0.0095,0.0049,0.008,0.003,0.0072,0.0039,0.0114,0.0024,0.0082,0.0015,0.0086,0.0012,0.0077,0.0014,0.0092,0.0011,0.0086,0.0014,0.0101,0.0004,0.006,0.0071,0.0057,0.0095,0.0068,0.0072,0.0058,0.0049,0.0022,0.0021
5265_irnt,0.0062,0.0087,0.0077,0.0082,0.0069,0.0061,0.0065,0.0016,0.0079,0.0027,0.0083,0.0021,0.005,0.0005,0.0056,-0.0002,0.0122,0.0038,0.0088,-0.0008,0.0064,0.0007,0.0049,-0.0007,0.0041,0.0047,0.0084,0.0092,0.0116,0.0045,0.0042,0.0018,0.0031,0.0013
30110_irnt,0.0082726,0.01339,0.0052676,0.0065905,0.0056914999999999995,0.0031766,0.0023415,0.00057628,0.0038902,0.0026203000000000003,0.006576899999999999,0.0025034000000000002,0.0065619,0.0010366,0.0083688,0.0014022,0.005733,0.0015595999999999997,0.0048707,-0.00020291,0.0056459,0.00011840000000000002,0.010711,-6.435100000000001e-05,0.0046902,0.0034403,0.0037222,0.0054435,0.009659399999999999,0.0020708000000000002,0.0095072,0.0078564,0.0013142999999999998,0.0048841
30090_irnt,0.009412899999999998,0.0077333,0.0059426999999999995,0.004439899999999999,0.005045,0.0066726,0.004123600000000001,0.0012725999999999998,0.004799899999999999,0.0028689,0.0052612,0.0045335,0.007114199999999999,0.0020215,0.00365,0.0019210000000000002,0.0095931,0.0013568,0.006391300000000001,-0.00013643,0.009034299999999999,0.0010854,0.014178,-9.695e-05,0.0039077,0.0056483,0.0031073,0.005657,0.0089295,0.0025929000000000004,0.009331200000000001,0.008079000000000001,0.0024143,0.0038006999999999997
23099_irnt,0.009000000000000001,0.006,0.01,0.0084,0.0093,0.0045,0.0083,0.0027,0.0068,0.0038,0.011000000000000001,0.0023,0.008,0.0014,0.0076,0.0011,0.0074,0.0014,0.0088,0.0012,0.0081,0.0013,0.0105,0.0004,0.0061,0.006999999999999999,0.0067,0.0085,0.0073,0.006,0.0062,0.0049,0.0024,0.0024
23119_irnt,0.0088,0.0056,0.0106,0.008,0.0089,0.0046,0.0077,0.0026,0.0064,0.004,0.0107,0.0018,0.0073,0.0014,0.0074,0.001,0.0074,0.0014,0.0077,0.001,0.0079,0.0013,0.0099,0.0003,0.0059,0.0066,0.0061,0.0082,0.0071,0.0062,0.0063,0.0049,0.0021,0.0021
23115_irnt,0.0088,0.0056,0.0103,0.0082,0.0085,0.0044,0.0079,0.0027,0.0065,0.0035,0.0105,0.0022,0.0072,0.0015,0.0079,0.001,0.0078,0.0014,0.0094,0.0013,0.008,0.0013,0.0095,0.0003,0.0059,0.0064,0.0059,0.0077,0.0072,0.0059,0.0055,0.0049,0.0025,0.0019
20016_irnt,0.0088,0.0058,0.0111,0.0076,0.0082,0.0048,0.0073,0.0032,0.0066,0.0029,0.0096,0.0014,0.0088,0.0024,0.0055,0.0013,0.0062,0.0011,0.0095,0.0004,0.0081,0.0011,0.0078,0.0002,0.0048,0.0057,0.0049,0.009000000000000001,0.005,0.0044,0.0052,0.0048,0.0022,0.0033
49_irnt,0.0087,0.0066,0.0084,0.0077,0.0076,0.0051,0.0069,0.0027,0.006999999999999999,0.0041,0.0114,0.0034,0.0077,0.0015,0.0071,0.0015,0.0065,0.0007,0.0081,0.0009,0.0082,0.0009,0.011000000000000001,0.0004,0.0054,0.0063,0.0059,0.0091,0.0069,0.0062,0.0058,0.0054,0.0016,0.0021
30290_irnt,0.008934000000000001,0.0071857,0.006997399999999999,0.0057969,0.006164500000000001,0.0033313,0.0034071999999999996,0.0017804000000000001,0.0071714,0.0037635999999999998,0.0076814,0.004474199999999999,0.006636499999999999,0.0017753,0.006934100000000001,0.00079731,0.0055411,0.0015543,0.0087177,7.4904e-05,0.007591199999999999,0.00045315,0.008650299999999998,-3.9678e-05,0.0032177,0.0056862,0.0033739000000000004,0.0057044,0.011273,0.0027251,0.010865000000000001,0.0089704,0.0007338,0.0025905
30070_irnt,0.0071,0.0086,0.006,0.0035,0.0033,0.006999999999999999,0.0019,0.001,0.0065,0.0033,0.0103,0.0038,0.0066,0.0008,0.0094,0.0012,0.0032,0.0039,0.0055,0.0002,0.0087,0.0002,0.0058,0.0003,0.0031,0.0067,0.0065,0.0047,0.0101,0.0017,0.0118,0.0034,0.0014,0.0067
30010_irnt,0.006616500000000001,0.007984100000000001,0.0090741,0.0038364000000000002,0.0045207,0.0047591000000000005,0.0052381,0.00032037,0.0041786,0.0021296999999999996,0.013481,0.0051865,0.0061681,0.0020574,0.0052905,0.00063113,0.0048514,0.0033936,0.0059777,-3.5542e-05,0.007891800000000001,0.00018118,0.0084058,0.00037047,0.0026113000000000004,0.004575699999999999,0.0056795000000000005,0.0067346,0.007519199999999999,0.0020029,0.010768000000000002,0.0039226999999999995,0.0022681,0.0048303
3062_irnt,0.0085,0.006999999999999999,0.0095,0.0076,0.0063,0.0049,0.0063,0.0028,0.0065,0.0041,0.0093,0.0052,0.0073,0.0022,0.0051,0.0018,0.0082,0.0016,0.0069,0.0002,0.0062,0.0003,0.0116,0.0001,0.0048,0.0052,0.0073,0.0063,0.0072,0.0038,0.0051,0.005,0.0018,0.002
2714,0.008,0.0049,0.0073,0.006999999999999999,0.0069,0.0031,0.0054,0.0025,0.006,0.0038,0.0122,0.0025,0.0059,0.0015,0.0072,0.001,0.0106,0.001,0.0076,0.0005,0.0097,0.0007,0.0066,0.0006,0.0061,0.0052,0.0052,0.0074,0.0059,0.0041,0.0064,0.004,0.0016,0.0023
30240_irnt,0.0076618,0.008049899999999999,0.006451100000000001,0.0049492,0.0059268,0.0032524,0.0027806999999999997,0.0018723,0.0063473,0.003848,0.0077455,0.0039616,0.0064336,0.0015876,0.006962100000000001,0.00079181,0.0046512,0.0012702,0.0078015,4.4093e-05,0.0074992,0.00042226,0.007782300000000001,1.128e-05,0.0027792,0.005259399999999999,0.0037416,0.0058674,0.01094,0.0023364,0.010081,0.0080838,0.00056907,0.0033375999999999996
30270_irnt,0.008568600000000001,0.0084005,0.0063736,0.0028106,0.0032056999999999997,0.0050876,0.004628800000000001,0.00071101,0.0024094,0.0018637999999999999,0.010020999999999999,0.0046396,0.0062797,0.00056333,0.0049926,0.0012598,0.0056588,0.0011247,0.005314500000000001,2.0012e-05,0.0081512,0.00020177,0.0066378,0.00015362,0.0022693,0.004413800000000001,0.0025992,0.0064366,0.0069467,0.0015949999999999998,0.010888,0.004114100000000001,0.00075394,0.0067013
30260_irnt,0.0081212,0.0094149,0.0072292,0.0027344,0.0029523,0.004144600000000001,0.0047202,0.00057119,0.0027231,0.0013735,0.0099637,0.0043579,0.0062812,0.00068534,0.004934399999999999,0.00070401,0.005455699999999999,0.0018425999999999998,0.005263899999999999,1.4804000000000001e-05,0.007403,0.00013974,0.0064997,0.00034229,0.0024961,0.0036111,0.0027129999999999997,0.007884100000000002,0.0085676,0.0016600000000000002,0.0096101,0.0052945,0.00083935,0.0056306
30130_irnt,0.0070782,0.0068172,0.0038540999999999996,0.006005600000000001,0.005123300000000001,0.0025946,0.0031436,-1.0908e-05,0.0016764,0.0028591999999999997,0.0066917,0.0023055999999999997,0.004527300000000001,0.0009333,0.0041987,0.0028212,0.0073242,0.0013307,0.007804000000000001,-0.00027285,0.0048018,0.00070378,0.006550399999999999,-0.00022296,0.0046885,0.0030901999999999995,0.004116399999999999,0.0055738,0.008033199999999999,0.00099402,0.010529,0.0062083,0.00055068,0.0033273000000000005
48_irnt,0.0085,0.0053,0.0085,0.0069,0.008,0.0044,0.0069,0.0022,0.0064,0.0036,0.0099,0.0018,0.0068,0.0015,0.006999999999999999,0.001,0.0069,0.001,0.0081,0.0009,0.008,0.0011,0.0081,0.0003,0.005,0.0061,0.0051,0.0091,0.0061,0.0063,0.0055,0.0041,0.0016,0.0016
5263_irnt,0.0088,0.0078,0.0082,0.0077,0.0054,0.0065,0.0058,0.0015,0.0076,0.0028,0.0092,0.0012,0.0063,0.0014,0.0064,0.0002,0.0077,0.006,0.0073,-0.001,0.0084,0.001,0.0054,-0.0004,0.0049,0.0035,0.0061,0.0073,0.0079,0.002,0.0025,0.0024,0.0035,0.0033
30210_irnt,0.007844199999999999,0.0054723,0.007847,0.0059995,0.0068744,0.0045969999999999995,0.0038868,6.2592e-05,0.0040131,0.006916800000000001,0.0076077,0.002117,0.006486100000000001,0.0023801,0.0034704999999999996,0.0023842,0.0051839,0.0011187,0.0085207,5.5644000000000005e-06,0.006411,0.00060718,0.0069372,-3.138e-05,0.0037813,0.0037799,0.0024925999999999998,0.0078706,0.0067212,0.0021241999999999997,0.0086619,0.0022656,0.0030773000000000003,0.0029843000000000005
20154_irnt,0.0071366,0.006983,0.0079682,0.0067944,0.0069657,0.0041267,0.0069581,0.0033391999999999996,0.0053295,0.004343,0.007448699999999999,0.0033304000000000003,0.0070607,0.0019772,0.0051757,0.0012974,0.0073759,0.001322,0.008321700000000001,9.7789e-05,0.0052881000000000004,0.00028547,0.0089678,6.148e-05,0.0025045,0.0045057,0.0067512,0.0070602,0.006626999999999999,0.0031647,0.0027666,0.0048277,0.0020528,0.0030675
5256_irnt,0.0038894,0.0080842,0.0073209,0.0057536,0.006530800000000001,0.0059812,0.0038909999999999995,0.0020616999999999996,0.005821100000000001,0.0025116,0.0077768,0.0030151999999999996,0.0033311,-0.00048245,0.0036665,-0.00045169,0.0085486,0.0035656,0.0080116,-0.0006116,0.004488000000000001,0.00045914,0.0041478,-8.6226e-05,0.0043322,0.0041204,0.0068115,0.0061661,0.009632600000000002,0.0040637,0.0015442,0.0020375,0.0031291,0.0016694000000000004
5255_irnt,0.0057711,0.0068991,0.0065943,0.0063783,0.0063252,0.0050003999999999995,0.0062021,0.00083278,0.0060855,0.0040269,0.0088958,0.0014647,0.006808800000000001,0.00082356,0.006396100000000001,-3.8398e-05,0.0063037,0.0052775,0.0068369,-0.00080595,0.009827899999999999,0.0010446,0.004947,-0.000246,0.0059214,0.0028714,0.0048259999999999996,0.007219499999999999,0.010022,0.002329,0.0026164,0.0023346,0.0024982,0.0030596
30190_irnt,0.0067,0.0073,0.0045,0.0047,0.0047,0.0027,0.0033,-0.0004,-0.0002,0.0026,0.0056,0.0015,0.0049,0.0006,0.0043,0.0029,0.0059,0.001,0.0049,-0.0005,0.0044,0.0003,0.004,-0.0001,0.0034,0.0021,0.0032,0.0055,0.0077,0.0002,0.0095,0.0051,0.0005,0.0015
30120_irnt,0.008232600000000001,0.0059485,0.007394400000000001,0.0068702,0.005862,0.0030305999999999996,0.009870499999999999,0.00093555,0.0041707,0.0032245,0.0089213,0.0024879,0.0057183,0.0013341,0.005489,0.00095548,0.0053275,0.00087599,0.007505400000000001,2.9982e-05,0.0056668,0.00084119,0.010168,-4.8653e-05,0.0039492,0.003975800000000001,0.0034430999999999997,0.0051625,0.0076963000000000005,0.0017008,0.013178,0.0047301,0.0010285000000000001,0.004474199999999999
3063_irnt,0.0066,0.0062,0.0081,0.0066,0.006,0.0043,0.0063,0.0032,0.0054,0.0039,0.0091,0.0037,0.0063,0.002,0.0047,0.0017,0.006999999999999999,0.0015,0.0069,0.0003,0.0064,0.0004,0.0101,0.0001,0.0042,0.0051,0.0067,0.0055,0.0057,0.0035,0.0038,0.0043,0.0013,0.0022
2395_1,0.018738,0.006959300000000001,0.013787,0.012995,0.0046661,0.0076768999999999995,0.006000800000000001,-0.00099782,0.004880699999999999,0.0070057,0.024741,0.0020968000000000002,0.011406,0.0023316,0.007644800000000001,0.00037242,0.0058382,0.00059013,0.009937999999999999,-0.0005275000000000001,0.0074073,-1.1428e-05,0.009374200000000001,-0.00048359,0.00040566,0.002355,0.0071783,0.0056444,0.0086609,0.0068725999999999995,0.0049054,0.0089999,0.0011759000000000001,0.0047723999999999996
30000_irnt,0.0083,0.0066,0.0069,0.0058,0.0043,0.0033,0.0056,0.001,0.0036,0.0041,0.0068,0.0028,0.006999999999999999,0.0012,0.0057,0.0023,0.0057,0.0017,0.0084,0.0001,0.0059,0.0008,0.0085,-0.0002,0.0032,0.0041,0.004,0.0044,0.0087,0.0024,0.0087,0.0034,0.0014,0.0032
12340_irnt,0.012434,-0.0057646,0.0019479,0.0040622,0.014434,-0.0018623000000000001,-0.0032036,-0.00082324,0.007041199999999999,0.00081638,0.015957,0.0015325,0.0068982,-3.3911e-05,0.013647,0.00065232,-0.0037799,-0.0017246,0.004770600000000001,-0.00060966,-0.0019254,0.0042753999999999995,0.0034563000000000003,-0.00024257,0.0030951,0.004856399999999999,0.005608600000000001,-0.0026037,0.018149000000000002,0.0044467,0.011264,0.0015699000000000002,0.0015869000000000002,0.0073571
6138_1,0.0129,0.0075,0.0118,0.0123,0.0115,0.0063,0.0093,0.0052,0.0115,0.0043,0.013000000000000001,0.0031,0.0117,0.0024,0.0089,0.0022,0.0095,0.0015,0.0102,0.0008,0.0109,0.0014,0.0094,0.0004,0.0076,0.0078,0.0067,0.0094,0.0067,0.0076,0.0051,0.0063,0.003,0.0032
5264_irnt,0.0047,0.0064,0.0056,0.0065,0.0057,0.0059,0.0045,0.0011,0.005,0.0023,0.0063,0.0018,0.0045,0.0003,0.0043,-0.0003,0.0091,0.0023,0.006999999999999999,-0.0008,0.0037,0.0006,0.0034,-0.0003,0.0021,0.0029,0.0061,0.0066,0.0101,0.0038,0.0025,0.0009,0.002,0.0005
30150,0.0057568,0.0039905,0.006629,0.0050556,0.0060989,0.0039597,0.0034691,-7.878199999999999e-05,0.0037090000000000005,0.0061445,0.006259300000000001,0.0020158000000000003,0.0058551,0.0020079,0.0025228,0.0016969,0.0051772,0.0012171,0.0075198999999999995,-2.9936e-05,0.0053617,0.00037625,0.0077584,-0.00016546,0.0027004999999999998,0.003527,0.0020069000000000003,0.0076198,0.0053997,0.0016218,0.0073775,0.0020514,0.0026217,0.0028566
2139_irnt,0.0066,0.0044,0.0069,0.0058,0.0072,0.003,0.0042,0.0026,0.0047,0.0032,0.0069,0.0022,0.0056,0.0013,0.0062,0.0007,0.006,0.0006,0.0058,0.0011,0.0055,0.0007,0.0053,0.0003,0.004,0.0047,0.0037,0.0059,0.0032,0.0041,0.0024,0.003,0.0017,0.0015
22147_irnt,-0.0023,0.0085,0.0058,0.0124,0.0013,0.003,0.0098,0.0013,-0.0059,0.0096,0.0091,-0.0047,0.0058,-0.0057,0.0011,-0.0008,0.0114,-0.0012,0.002,0.0029,0.0119,0.0047,0.0072,-0.002,0.0033,-0.0004,0.0013,0.0098,0.0159,0.0114,0.0025,0.0014,0.0004,0.0005
2395_4,0.0204,0.0106,0.0134,0.012,0.0041,0.01,0.0079,-0.0013,0.0059,0.0077,0.0291,0.0019,0.0096,0.0019,0.0072,0.0002,0.0065,0.0018,0.0083,0.0002,0.005,0.0002,0.0103,-0.0003,0.0019,0.004,0.0076,0.0064,0.0116,0.0084,0.002,0.0066,0.0002,0.0026
30140_irnt,0.0073030000000000005,0.0062223,0.0065171000000000005,0.0040114,0.0031953000000000003,0.0030071,0.004981899999999999,0.00079578,0.0030383000000000003,0.0038586,0.005592499999999999,0.0023131000000000002,0.0066959,0.00081396,0.0053706000000000005,0.0020912,0.0040128,0.0018297,0.0067492,0.00011615,0.0052145,0.00063453,0.0055735,-7.0412e-05,0.0020528,0.0029107,0.0039698,0.0035056999999999996,0.007878,0.0023672,0.0064513,0.0028406,0.0012361,0.0023579
30020_irnt,0.0053243000000000006,0.0060506,0.0061549,0.0031974,0.0042537,0.0024478,0.003676,0.00073929,0.0028217,0.0012710999999999998,0.0086535,0.0032747,0.0034345,0.0018339000000000003,0.0044156,0.00037408,0.0034649,0.0031781999999999995,0.0050717,0.00023214,0.0060191,7.6479e-05,0.0071117,3.383e-05,0.001947,0.0026198000000000003,0.0054322,0.004853199999999999,0.0074307,0.0014552,0.0077309,0.0028385000000000003,0.0028416,0.0054178
102_irnt,0.0056151000000000005,0.0049521999999999995,0.0048335,0.0063932,0.0055173,0.0032068000000000005,0.0033745,0.0016236,0.0034981,0.0029653,0.009889299999999998,0.0014835,0.006099,0.0018960000000000001,0.0022704,0.00051701,0.0034039,0.0013182,0.0051055,0.00013848,0.004901699999999999,0.00059352,0.007433400000000001,-2.1908e-05,0.0022003,0.0060404,0.0046007,0.0054406,0.0042446,0.0033964,0.0039824,0.0029108,0.00083448,0.0014089999999999999
