0,chr1: 0~64Mb,chr1: 64~128Mb,chr1: 128~192Mb,chr1: 192~249Mb,chr2: 0~64Mb,chr2: 64~128Mb,chr2: 128~192Mb,chr2: 192~243Mb,chr3: 0~64Mb,chr3: 64~128Mb,chr3: 128~192Mb,chr3: 192~197Mb,chr4: 0~64Mb,chr4: 64~128Mb,chr4: 128~190Mb,chr5: 0~64Mb,chr5: 64~128Mb,chr5: 128~180Mb,chr6: 0~64Mb,chr6: 64~128Mb,chr6: 128~170Mb,chr7: 0~64Mb,chr7: 64~128Mb,chr7: 128~159Mb,chr8: 0~64Mb,chr8: 64~128Mb,chr8: 128~146Mb,chr9: 0~64Mb,chr9: 64~128Mb,chr9: 128~141Mb,chr10: 0~64Mb,chr10: 64~128Mb,chr10: 128~135Mb,chr11: 0~64Mb,chr11: 64~128Mb,chr11: 128~134Mb,chr12: 0~64Mb,chr12: 64~128Mb,chr12: 128~133Mb,chr13: 0~64Mb,chr13: 64~115Mb,chr14: 0~64Mb,chr14: 64~107Mb,chr15: 0~64Mb,chr15: 64~102Mb,chr16: 0~64Mb,chr16: 64~90Mb,chr17: 0~64Mb,chr17: 64~81Mb,chr18: 0~64Mb,chr18: 64~78Mb,chr19: 0~59Mb,chr20: 0~62Mb,chr21: 0~48Mb,chr22: 0~51Mb
4100_irnt,0.0066,0.0044,0.0041,0.0042,0.0075,0.0028,0.0035,0.0047,0.0062,0.0039,0.0055,0.0001,0.0031,0.0031,0.0023,0.0048,0.0033,0.0064,0.0117,0.0065,0.0045,0.0089,0.0043,0.0022,0.0048,0.0049,0.0032,0.0033,0.0062,0.0014,0.0038,0.0067,0.0004,0.0049,0.0045,0.0007,0.0055,0.0062,0.0002,0.0037,0.003,0.0041,0.0041,0.0028,0.0054,0.0059,0.0027,0.0068,0.0039,0.0071,0.0006,0.0072,0.0074,0.0024,0.0045
30080_irnt,0.0066196,0.0036803000000000005,0.005335100000000001,0.0071519999999999995,0.0041683,0.0034066,0.0016864999999999998,0.0042222,0.0058421,0.0028271999999999998,0.005145899999999999,0.00070056,0.0032167000000000003,0.0023445999999999996,0.0010935,0.0010308,0.0065542000000000005,0.0040458,0.007038600000000001,0.0011607000000000002,0.004787,0.0036217,0.004918199999999999,0.0016921,0.0016964000000000003,0.0028383,0.0023853000000000004,0.006247600000000001,0.0038091,0.0022026999999999997,0.0021438000000000004,0.0050912,-0.00013599,0.006593600000000001,0.006572499999999999,0.0011423,0.0096596,0.0092294,7.790399999999999e-05,0.0013055999999999999,0.0035104999999999997,0.0010519,0.007031699999999999,0.0025079,0.0020161,0.0032433999999999996,0.0034931,0.01025,0.0010595000000000001,0.0026555999999999997,0.00032855,0.012129000000000001,0.0060476,0.0020537,0.0050628999999999995
3143_irnt,0.0066064999999999995,0.0046395,0.0037869999999999996,0.0039986,0.007211100000000001,0.0032722999999999997,0.0036834000000000003,0.0039259,0.0041457,0.0040835,0.0056228,0.00035842,0.003993699999999999,0.0037402,0.0017430999999999998,0.004247,0.0044843,0.007265899999999999,0.012243,0.0046604,0.0051625,0.0093873,0.0048524,0.0026465,0.0042647,0.0057244,0.0036235,0.0025995999999999997,0.0079835,0.0015710000000000001,0.0037665,0.005584,0.00044779,0.0048902,0.005555699999999999,0.00046614,0.0063619,0.006988899999999999,0.00041806,0.0039863,0.0034838,0.0038829,0.0050277,0.0017927,0.0050397,0.0067741,0.0028927,0.0061779,0.005167000000000001,0.008220299999999998,5.7733000000000004e-05,0.0077599999999999995,0.0069503,0.0018821999999999999,0.0027391
5085_irnt,0.0073,0.0028,0.0032,0.0057,0.0082,0.0012,0.0071,0.0052,0.0072,0.0021,0.003,0.0005,0.0016,0.0067,0.0017,0.0018,0.0039,0.0039,0.0089,0.0051,0.0033,0.0054,0.0039,0.0028,0.0059,0.0031,0.0006,0.0035,0.0038,0.0017,0.0027,0.0099,0.0002,0.0049,0.0065,0.0013,0.0079,0.0016,0.0013,0.0035,0.0057,0.0043,0.0048,0.0047,0.0043,0.0041,0.0031,0.0101,0.0035,0.0056,0.0003,0.0053,0.0051,0.0033,0.0024
23118_irnt,0.006999999999999999,0.0044,0.0046,0.0045,0.0069,0.003,0.0041,0.0056,0.0055,0.0033,0.006,0.0004,0.005,0.0034,0.0032,0.0034,0.0065,0.0057,0.0096,0.0043,0.0049,0.0063,0.0049,0.0025,0.0052,0.004,0.0024,0.0029,0.006,0.0013,0.0043,0.0057,0.0005,0.005,0.0044,0.0006,0.0069,0.0085,0.0004,0.0042,0.0027,0.0037,0.0043,0.0026,0.004,0.0087,0.0027,0.0064,0.003,0.0073,0.0006,0.008,0.006999999999999999,0.0017,0.0021
5084_irnt,0.0076247,0.003118,0.0036366,0.005956800000000001,0.008095699999999999,0.0013257,0.0066039,0.005408,0.006823399999999999,0.0018017,0.0032405999999999997,0.00082157,0.0010574999999999998,0.0062672,0.0020495,0.0014377,0.0037716,0.0036218000000000005,0.009150799999999999,0.0048705,0.0033020000000000002,0.0044725,0.004192,0.002782,0.0060498999999999995,0.0031849,0.00070821,0.00411,0.0040719,0.002135,0.0032265999999999996,0.0092138,9.4729e-05,0.0045718,0.0068416,0.0012425000000000001,0.0076641999999999995,0.0023392,0.0020738,0.0036353,0.0050863,0.0038345,0.0043922,0.004855399999999999,0.004143600000000001,0.004890600000000001,0.0033931999999999994,0.010164,0.0036167,0.0059771,0.00043514,0.0056999,0.0051631,0.0033745,0.0026603
23098_irnt,0.0058,0.0049,0.0039,0.0039,0.0072,0.0028,0.0046,0.0046,0.0056,0.004,0.0055,0.0004,0.0052,0.0033,0.0031,0.0029,0.0059,0.005,0.0095,0.0044,0.004,0.0055,0.0047,0.0021,0.0052,0.004,0.0019,0.0032,0.005,0.0014,0.0041,0.0054,0.0009,0.0049,0.0046,0.0011,0.0056,0.0075,0.0004,0.0032,0.0033,0.004,0.0041,0.0026,0.0041,0.0085,0.0027,0.0055,0.0026,0.0073,0.0007,0.0073,0.0061,0.0018,0.0022
30040_irnt,0.0059924,0.0019524000000000002,0.0017481999999999999,0.0066578,0.004432500000000001,0.0035411,0.0013577,0.0014372,0.0028696999999999998,0.0017477,0.0046372,0.0032231,0.004106,0.0027774,0.00035841,0.0019452000000000002,0.0019660999999999997,0.0033928000000000005,0.012733,0.0038936,0.005559000000000001,0.0030486000000000003,0.0034080999999999994,0.00059661,0.0038986,0.001568,0.0021791999999999996,0.0027091,0.0018817999999999999,0.0018753,0.0031438000000000004,0.0038603,6.7921e-05,0.004294,0.0037549999999999997,0.00012129,0.0040795,0.0034613,0.00065579,0.0012324000000000002,0.0015777999999999999,0.0011307,0.0046494,0.0013882999999999999,0.0029995,0.0060857,0.0024131,0.005443600000000001,0.0011347999999999998,0.0022660999999999996,-4.8318999999999996e-05,0.011516,0.0054427,0.0021785,0.0083705
23106_irnt,0.0055,0.0046,0.0046,0.0046,0.008,0.0028,0.0039,0.0063,0.0055,0.0038,0.0042,0.0005,0.0046,0.0048,0.0027,0.0039,0.0061,0.0046,0.006999999999999999,0.0029,0.0027,0.0055,0.0044,0.0025,0.0049,0.0038,0.0014,0.0033,0.0052,0.0019,0.0048,0.0066,0.0006,0.0059,0.0043,0.0006,0.0061,0.0048,0.0004,0.0027,0.0027,0.0024,0.005,0.0028,0.0065,0.0067,0.0034,0.0063,0.0021,0.0059,0.0006,0.0084,0.0057,0.002,0.0026
23104_irnt,0.0048,0.0052,0.0033,0.0033,0.0086,0.0032,0.0046,0.0042,0.0057,0.0042,0.0048,0.0004,0.0054,0.0034,0.0031,0.0023,0.0052,0.0044,0.0083,0.0039,0.0021,0.0039,0.0043,0.002,0.0052,0.004,0.0012,0.0037,0.005,0.0015,0.0043,0.0054,0.0011,0.0049,0.0048,0.0014,0.005,0.0051,0.0003,0.0029,0.0036,0.0034,0.0041,0.0027,0.0037,0.0069,0.0027,0.0058,0.0019,0.0071,0.0007,0.0068,0.0055,0.0023,0.0021
1697,0.0067,0.003,0.0048,0.0037,0.0084,0.003,0.0022,0.0057,0.0041,0.0022,0.006,0.0003,0.0043,0.0032,0.002,0.0032,0.0043,0.0063,0.0078,0.0036,0.0053,0.008,0.0029,0.0019,0.0036,0.0035,0.0023,0.0016,0.0063,0.0016,0.0032,0.0051,0.0003,0.0041,0.0031,0.0003,0.0066,0.008,0.0002,0.0022,0.0012,0.0024,0.0029,0.0016,0.0091,0.0051,0.0027,0.0073,0.0021,0.0034,0.0002,0.0079,0.0073,0.0016,0.0024
23107_irnt,0.0058,0.0043,0.0042,0.0042,0.0068,0.0025,0.0028,0.0049,0.005,0.003,0.0042,0.0003,0.0039,0.0044,0.0025,0.0032,0.0063,0.0049,0.0066,0.0025,0.0023,0.005,0.0041,0.0023,0.0047,0.0038,0.0012,0.0034,0.0046,0.0014,0.0045,0.0057,0.0004,0.0055,0.0041,0.0007,0.0061,0.0045,0.0001,0.0027,0.0022,0.0021,0.0045,0.0025,0.0054,0.0063,0.0032,0.0059,0.0022,0.006,0.0008,0.0068,0.0055,0.002,0.0027
5257_irnt,0.0031,0.0025,0.0054,0.0049,0.0044,0.0039,0.0012,0.0069,0.004,0.0039,0.0052,0.0001,0.0016,0.0047,0.002,0.0031,0.0044,0.003,0.0049,0.003,0.0029,0.0032,0.0015,-0.0003,0.0025,0.0029,-0.0007,0.0066,0.0049,0.0043,0.0031,0.0065,-0.0009,0.0043,0.0024,0.0008,0.0028,0.0036,-0.0005,0.0041,0.0021,0.0016,0.0024,0.0019,0.0061,0.0034,0.0058,0.0077,0.0056,0.0039,0.0003,0.003,0.0027,0.0042,0.0027
23109_irnt,0.0044,0.004,0.0048,0.0045,0.0072,0.0029,0.0039,0.0064,0.0053,0.0035,0.0035,0.0005,0.0041,0.0042,0.0024,0.0037,0.0052,0.0036,0.0059,0.0033,0.0026,0.0052,0.0035,0.0023,0.0042,0.0035,0.0015,0.0028,0.0054,0.0023,0.0045,0.0061,0.0007,0.0053,0.0037,0.0006,0.0054,0.0044,0.0004,0.0019,0.0025,0.0027,0.0046,0.0026,0.0058,0.0057,0.003,0.0052,0.0019,0.0051,0.0003,0.008,0.0051,0.0018,0.0026
23116_irnt,0.0046,0.0048,0.0028,0.0033,0.0072,0.0028,0.0047,0.0038,0.0054,0.0042,0.0045,0.0004,0.0051,0.003,0.003,0.0024,0.0048,0.0039,0.008,0.0039,0.0025,0.0042,0.004,0.0015,0.0047,0.0039,0.0012,0.0036,0.0042,0.0014,0.0038,0.0054,0.0011,0.0043,0.0043,0.0014,0.0046,0.0055,0.0004,0.0026,0.0035,0.0035,0.0036,0.0023,0.0034,0.006999999999999999,0.0024,0.0049,0.0019,0.0065,0.0007,0.0059,0.0049,0.0022,0.0021
5265_irnt,0.0037,0.0027,0.004,0.0046,0.003,0.0047,0.002,0.0066,0.0038,0.0031,0.0056,0.0005,0.0023,0.0041,0.0017,0.0024,0.0055,0.0027,0.0058,0.0031,0.0022,0.003,0.0021,0.0005,0.002,0.0036,-0.0001,0.0059,0.0064,0.0038,0.0021,0.0067,-0.0008,0.0038,0.0027,0.0007,0.0019,0.003,-0.0007,0.0028,0.0013,0.0026,0.0022,0.0022,0.0063,0.0028,0.0064,0.0063,0.0057,0.0038,0.0007,0.0042,0.0018,0.0031,0.0013
30110_irnt,0.0049469,0.0033501999999999994,0.0071884,0.0063001,0.0027008,0.0025837,0.0018831,0.004732500000000001,0.0020664000000000004,0.0036669000000000003,0.0025134,0.00070297,0.0012151,0.0011305,0.0005787000000000001,0.00044639999999999995,0.0033998000000000006,0.0026175,0.0050132,0.0019851,0.0025069000000000003,0.0024795999999999998,0.0040858000000000005,0.0010374,0.0059166,0.0024804000000000002,0.0014047,0.0020732,0.0036360999999999997,0.0015591,0.0027848000000000005,0.002106,-0.00020227,0.002078,0.0034593000000000002,0.00011789,0.008429899999999999,0.0025930999999999997,-6.3163e-05,0.0026938,0.0020029,0.00019982,0.0031983,0.0015930999999999999,0.0021223,0.0023754,0.0030765000000000002,0.0080904,0.001582,0.0010768,0.00098647,0.0095104,0.007859399999999999,0.0013161,0.0048861
30090_irnt,0.0067631,0.0027878,0.0035004,0.004331499999999999,0.0033653,0.0026743,0.0015777,0.0029465,0.0033825,0.0017258,0.0060426,0.00068636,0.0018675999999999999,0.0023439,0.0013254000000000002,0.0011972,0.0036580999999999996,0.0029111999999999996,0.0054981000000000006,0.00061583,0.0045788999999999995,0.0046497,0.0025601,0.0020538,0.0011635,0.0025662,0.0019394000000000002,0.006052,0.003722,0.0013763,0.0025696,0.0038777,-0.00012486,0.0033632,0.0055902999999999994,0.001094,0.0054143,0.008674600000000001,-8.601799999999999e-05,0.00094763,0.0030418000000000003,0.0003708,0.0052718,0.0017807000000000003,0.0014062,0.0023571,0.0033909,0.007795600000000001,0.0012315,0.0023651999999999996,0.00030826,0.009401000000000001,0.008145300000000001,0.0024537,0.0038437
23099_irnt,0.0047,0.0043,0.0027,0.0033,0.0069,0.0031,0.0047,0.0037,0.0052,0.0041,0.0042,0.0004,0.0051,0.0032,0.0027,0.0025,0.0044,0.0038,0.0076,0.0039,0.0023,0.0045,0.0035,0.0014,0.004,0.0037,0.0011,0.0035,0.004,0.0014,0.0033,0.0055,0.0012,0.0041,0.004,0.0013,0.0046,0.0059,0.0004,0.0026,0.0035,0.0034,0.0036,0.0026,0.0041,0.0059,0.0027,0.0057,0.0017,0.0054,0.0006,0.0062,0.0049,0.0024,0.0024
23119_irnt,0.0046,0.0043,0.0027,0.003,0.0074,0.0031,0.0042,0.0038,0.0051,0.0039,0.0043,0.0003,0.0047,0.003,0.0027,0.0022,0.0042,0.004,0.0077,0.0036,0.0018,0.0039,0.0034,0.0015,0.004,0.0035,0.001,0.0035,0.0039,0.0014,0.003,0.0046,0.001,0.0041,0.0039,0.0014,0.0045,0.0054,0.0003,0.0025,0.0034,0.0031,0.0036,0.0027,0.0034,0.0057,0.0026,0.0054,0.0017,0.0056,0.0006,0.0063,0.0049,0.0021,0.0021
23115_irnt,0.0045,0.0044,0.0025,0.0031,0.0072,0.003,0.0046,0.0036,0.0049,0.0036,0.0041,0.0003,0.005,0.0029,0.0028,0.0024,0.0041,0.0035,0.0072,0.0038,0.0023,0.0039,0.0033,0.0015,0.0042,0.0037,0.001,0.0035,0.0043,0.0014,0.0035,0.0059,0.0013,0.004,0.004,0.0013,0.0045,0.005,0.0003,0.0026,0.0033,0.003,0.0035,0.0023,0.0036,0.0054,0.0023,0.0056,0.0016,0.0053,0.0006,0.0055,0.0049,0.0025,0.002
20016_irnt,0.0045,0.0043,0.0027,0.0031,0.0069,0.0042,0.0042,0.0034,0.0052,0.0031,0.0046,0.0002,0.0037,0.0036,0.0032,0.0022,0.0043,0.0029,0.0057,0.004,0.0014,0.0044,0.0044,0.0024,0.0024,0.0031,0.0013,0.0032,0.0031,0.0011,0.0029,0.0064,0.0004,0.0032,0.0048,0.0011,0.0044,0.0034,0.0002,0.002,0.0028,0.003,0.0027,0.0024,0.0026,0.0067,0.0024,0.004,0.001,0.0032,0.0012,0.0052,0.0048,0.0022,0.0033
49_irnt,0.0046,0.0042,0.0032,0.0034,0.0058,0.0026,0.0043,0.0034,0.0043,0.0033,0.0047,0.0004,0.0041,0.0028,0.0027,0.0023,0.0047,0.0041,0.0089,0.0033,0.0034,0.0038,0.004,0.0016,0.0036,0.0035,0.0015,0.0025,0.0041,0.0008,0.0032,0.0048,0.0009,0.0048,0.0036,0.0009,0.0047,0.0063,0.0004,0.0027,0.0027,0.003,0.0033,0.0025,0.0034,0.0073,0.0019,0.0046,0.0023,0.0057,0.0005,0.0059,0.0055,0.0016,0.0021
30290_irnt,0.0065578,0.0025842,0.0024446,0.0048336,0.0047494,0.0023659,0.0028558000000000004,0.0030706,0.0047981000000000005,0.0014632999999999998,0.0025809,0.00089586,0.0020663,0.0014837,0.0018625999999999998,0.0042478,0.003078,0.0038354,0.0066397999999999995,0.0019079000000000001,0.0045411,0.0040533,0.0027315,0.0018237000000000001,0.0032192,0.0038469000000000003,0.00082619,0.0020469,0.0036058999999999996,0.0015769,0.0042326,0.0046232,9.287799999999999e-05,0.0036986999999999996,0.0040089,0.00046819,0.0030333,0.005628800000000001,-2.2764e-05,0.0018344000000000001,0.0015142,0.0025445,0.0032503,0.0018647000000000002,0.0016248,0.0033591999999999997,0.0024733,0.0078362,0.0035542,0.0024304,0.00041019,0.010971,0.009070700000000001,0.0007934999999999999,0.0026554
30070_irnt,0.0055232,0.0017739000000000001,0.0027941999999999997,0.0059048,0.0045769,0.0014915999999999998,0.0014872,0.0021655999999999997,0.0022391,0.0012197,0.0051438000000000005,0.0021004,0.0010155,0.00099072,0.0011196,0.0025013,0.004057,0.0034070999999999997,0.0088103,0.0025775,0.0038618000000000003,0.0031081999999999998,0.0036264,0.00083262,0.0069818,0.0026193,0.0012177,0.0014093,0.0018922000000000001,0.0039283,0.0033784999999999996,0.0022695999999999997,0.00022109,0.005558100000000001,0.0034404,0.00021713,0.0032816000000000004,0.0027265,0.00030908,0.00074733,0.0024345,0.0030035,0.0038152,0.0024806999999999997,0.004109600000000001,0.0032213000000000003,0.0016354,0.0076357,0.0026123,0.0017756,-6.9716e-07,0.011912,0.0034720999999999997,0.0014927,0.0067112
30010_irnt,0.005049199999999999,0.0017534000000000002,0.0022716999999999998,0.0057695,0.0058232,0.0033680999999999997,0.0024866999999999997,0.0014735999999999998,0.0031565,0.0014815999999999998,0.0031353,0.0018434,0.0036071,0.0017820999999999998,0.00040544,0.0024717,0.0018552,0.0022018000000000003,0.011634,0.0032239000000000005,0.0052564,0.0024896000000000002,0.0038299999999999996,0.0021059,0.0031339000000000002,0.0023063000000000003,0.00066134,0.0031648,0.0018742000000000001,0.0034198,0.0024191,0.0036749,-1.7557e-05,0.005553100000000001,0.0026902,0.00019834,0.0046552,0.0039409,0.00038799,0.0012197,0.0015229,0.00091312,0.0037360999999999996,0.0019581,0.0038033,0.0044605,0.0024014,0.0063343,0.0013192,0.0022316999999999997,-0.00010193,0.010875,0.004024499999999999,0.0023285999999999997,0.0048963
3062_irnt,0.0063,0.0023,0.0031,0.004,0.0067,0.0029,0.0031,0.0045,0.0039,0.0025,0.0046,0.0004,0.0036,0.0029,0.0028,0.0031,0.0035,0.0041,0.0062,0.0035,0.0053,0.0052,0.0022,0.0022,0.0027,0.0025,0.0019,0.0027,0.0056,0.0016,0.0033,0.0037,0.0002,0.0031,0.0031,0.0003,0.0062,0.0055,0.0002,0.0028,0.0021,0.0021,0.0032,0.002,0.0053,0.0032,0.0032,0.0055,0.0018,0.0037,0.0002,0.0052,0.0051,0.0018,0.002
